Index;NDVI;elevation;maximum_temperature;minimum_temperature;precipitation;relative_humidity
388;0.4800001798996534;93;32.960293;24.195272;3.5040007;70.126465
389;0.4800001798996534;93;32.960293;24.195272;3.5040007;70.126465
390;0.4800001798996534;93;32.960293;24.195272;3.5040007;70.126465
391;0.4800001798996534;93;32.960293;24.195272;3.5040007;70.126465
392;0.4800001798996534;93;32.960293;24.195272;3.5040007;70.126465
393;0.4800001798996534;93;32.960293;24.195272;3.5040007;70.126465
394;0.4800001798996534;93;32.960293;24.195272;3.5040007;70.126465
395;0.4800001798996534;93;32.960293;24.195272;3.5040007;70.126465
396;0.32809196889163866;218;36.18166;24.779396;2.1561978;42.66914
397;0.32426180458958903;183;35.46956;24.380972;2.6674476;46.962906
398;0.3569366224272022;156;35.29127;24.276794;2.6835053;48.779507
399;0.3569366224272022;156;35.29127;24.276794;2.6835053;48.779507
400;0.36607160416242795;234;35.663013;24.580833;2.559149;44.220673
401;0.3115477638826338;260;35.894154;24.578178;2.1881325;42.916378
402;0.3223902454282214;187;35.42014;24.322676;2.629236;47.18079
403;0.3728217742604503;187;35.30291;24.25102;2.7391503;47.07847
404;0.3728217742604503;187;35.30291;24.25102;2.7391503;47.07847
405;0.34670561574080755;197;35.29548;24.21478;2.7091238;47.537086
406;0.34112326614629396;228;35.137653;24.048319;2.7393692;48.174614
407;0.3164783446272755;267;35.56809;24.593567;2.6646209;44.936234
408;0.5908899655351787;234;32.525043;23.72689;3.5122964;70.98145
409;0.3340701072161221;201;35.136135;24.065243;2.7641523;48.969357
410;0.32479285393386925;209;35.29984;24.197136;2.668518;47.8663
411;0.394226876658087;258;34.71212;23.834974;2.9949336;49.54992
412;0.492263564742886;68;32.960293;24.195272;3.5040007;70.126465
413;0.3932316832280556;189;35.424744;24.446999;2.7513587;46.535057
414;0.34526613502608094;305;35.2723;24.414415;2.842252;46.782383
415;0.4190138408387643;287;35.513466;24.554583;2.6280944;45.25465
416;0.3481821820158042;173;35.46956;24.380972;2.6674476;46.962906
417;0.42736680601187615;204;32.60251;23.271671;3.2344472;70.71738
418;0.36379374367338624;366;33.500156;23.002089;3.213381;54.944508
419;0.38795782301773124;193;34.235874;23.635977;3.0021253;52.841255
420;0.3516703280488315;232;36.11912;24.78657;2.1864135;42.8331
421;0.5713626924505335;407;32.856556;22.556913;3.4173136;61.29411
422;0.4266893036930584;253;35.684555;24.58073;2.7003064;44.362614
423;0.3975423538478299;358;34.69834;23.965092;2.942606;48.90905
424;0.3389310415753184;195;35.19807;24.140806;2.739875;48.88317
425;0.3332010247754851;220;35.137653;24.048319;2.7393692;48.174614
426;0.3931566677443506;209;34.70318;23.755175;3.01179;50.958107
427;0.3585051871393584;185;35.278934;24.310467;2.6497052;48.847168
428;0.3705850816991906;220;34.879772;23.86908;2.9127083;50.522743
429;0.3705850816991906;220;34.879772;23.86908;2.9127083;50.522743
430;0.3705850816991906;220;34.879772;23.86908;2.9127083;50.522743
431;0.3324485824687868;218;35.250954;24.209812;2.764211;47.439312
432;0.37893688550895344;178;35.24535;24.146997;2.6913028;48.14747
433;0.28138277719841925;212;34.737366;23.969236;2.7275798;51.28297
434;0.3781771833334964;258;35.849823;24.627403;2.4599059;43.61211
435;0.35027965783050913;166;35.425835;24.334814;2.5689647;47.14945
436;0.33990248135926604;233;35.940605;24.690708;2.3601003;42.99856
437;0.432050801685314;395;33.51854;22.965181;3.1586876;56.78594
438;0.37835921527879846;180;35.435787;24.359152;2.6914535;46.94767
439;0.3791767974476204;174;35.46956;24.380972;2.6674476;46.962906
440;0.3165301645089839;163;35.077965;24.251528;2.6537108;49.957455
441;0.4161059402966381;430;33.53064;22.959974;3.1576488;56.649536
442;0.4249612309506728;399;33.51854;22.965181;3.1586876;56.78594
443;0.42370550034883503;170;35.662636;24.589638;2.5763195;46.319786
444;0.36074043566698516;253;35.892754;24.682907;2.2475274;43.168503
445;0.44828427886995603;396;33.51854;22.965181;3.1586876;56.78594
446;0.432999921311582;419;33.51854;22.965181;3.1586876;56.78594
447;0.3885607730707355;408;33.61089;22.975605;3.2480996;56.85323
448;0.33480751300112305;227;35.137653;24.048319;2.7393692;48.174614
449;0.3902122720699719;262;35.779427;24.640306;2.5123675;43.8254
450;0.37581759760698374;167;35.563595;24.471148;2.584124;46.745373
451;0.36836947111197554;219;35.12002;24.089098;2.7858515;47.992065
452;0.489090701919495;396;33.678745;23.06971;3.2972791;54.520653
453;0.34157947451222975;167;35.47219;24.38615;2.5722225;47.09847
454;0.34157947451222975;167;35.47219;24.38615;2.5722225;47.09847
455;0.31872841506611665;208;35.29548;24.21478;2.7091238;47.537086
456;0.6163779699795077;381;32.856556;22.556913;3.4173136;61.29411
457;0.3589442536107113;193;35.19807;24.140806;2.739875;48.88317
458;0.3387323754427634;162;35.108994;24.222977;2.699087;49.853348
459;0.31951810333291175;229;35.182175;24.26181;2.8458683;47.718327
460;0.3261822702293416;213;35.00407;23.98964;2.8202732;48.66739
461;0.3752293042791619;306;35.631535;24.541117;2.5853908;44.24504
462;0.2820306325072895;182;36.444916;25.166328;2.0230966;41.847485
463;0.37537173588677325;188;36.22151;24.907125;2.2989452;42.79046
464;0.3606982429029012;305;34.961906;24.278395;3.0686035;48.69759
465;0.314147532963926;172;35.225464;24.131964;2.67894;48.352592
